Time Species Cohort MigID DEN RN SN Leave Return CohortMigrating
0.000000e+00 CHS 2 3 1.836197e+04 9.640487e+03 2.554729e+04 -137 1263 0
0.000000e+00 CHS 2 4 0.000000e+00 0.000000e+00 0.000000e+00 258 259 1
0.000000e+00 CHS 2 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 0
0.000000e+00 CHS 2 6 0.000000e+00 0.000000e+00 0.000000e+00 623 624 1
0.000000e+00 CHS 2 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CHS 3 0 0.000000e+00 1.348495e+04 3.573511e+04 -137 168 0
0.000000e+00 CHS 3 1 1.928722e+05 1.348495e+04 3.573511e+04 -137 533 0
0.000000e+00 CHS 3 2 7.173200e+03 1.348495e+04 3.573511e+04 -137 898 0
0.000000e+00 CHS 3 3 7.173200e+03 1.348495e+04 3.573511e+04 -137 1263 0
0.000000e+00 CHS 3 4 0.000000e+00 0.000000e+00 0.000000e+00 258 259 1
0.000000e+00 CHS 3 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 0
0.000000e+00 CHS 3 6 0.000000e+00 0.000000e+00 0.000000e+00 623 624 1
0.000000e+00 CHS 3 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CHS 4 0 1.928722e+05 1.631165e+04 4.322587e+04 -137 168 0
0.000000e+00 CHS 4 1 0.000000e+00 1.631165e+04 4.322587e+04 -137 533 0
0.000000e+00 CHS 4 2 0.000000e+00 1.631165e+04 4.322587e+04 -137 898 0
0.000000e+00 CHS 4 3 0.000000e+00 1.631165e+04 4.322587e+04 -137 1263 0
0.000000e+00 CHS 4 4 0.000000e+00 0.000000e+00 0.000000e+00 258 259 1
0.000000e+00 CHS 4 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 0
0.000000e+00 CHS 4 6 0.000000e+00 0.000000e+00 0.000000e+00 623 624 1
0.000000e+00 CHS 4 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CSY 0 0 0.000000e+00 1.040431e+03 2.757143e+03 -151 121 1
0.000000e+00 CSY 0 1 0.000000e+00 1.040431e+03 2.757143e+03 -151 486 1
0.000000e+00 CSY 0 2 0.000000e+00 1.040431e+03 2.757143e+03 -151 851 1
0.000000e+00 CSY 0 3 0.000000e+00 0.000000e+00 0.000000e+00 232 246 0
0.000000e+00 CSY 0 4 0.000000e+00 0.000000e+00 0.000000e+00 213 1216 1
0.000000e+00 CSY 0 5 0.000000e+00 0.000000e+00 0.000000e+00 597 611 0
0.000000e+00 CSY 0 6 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 0 7 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 1 0 0.000000e+00 4.696140e+03 1.244477e+04 -151 121 1
0.000000e+00 CSY 1 1 0.000000e+00 4.696140e+03 1.244477e+04 -151 486 1
0.000000e+00 CSY 1 2 1.839540e+03 4.696140e+03 1.244477e+04 -151 851 1
0.000000e+00 CSY 1 3 0.000000e+00 0.000000e+00 0.000000e+00 232 246 0
0.000000e+00 CSY 1 4 0.000000e+00 0.000000e+00 0.000000e+00 213 1216 1
0.000000e+00 CSY 1 5 0.000000e+00 0.000000e+00 0.000000e+00 597 611 0
0.000000e+00 CSY 1 6 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 1 7 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 2 0 0.000000e+00 9.371450e+03 2.483434e+04 -151 121 0
0.000000e+00 CSY 2 1 2.041640e+03 9.371450e+03 2.483434e+04 -151 486 0
0.000000e+00 CSY 2 2 2.021000e+02 9.371450e+03 2.483434e+04 -151 851 0
0.000000e+00 CSY 2 3 0.000000e+00 0.000000e+00 0.000000e+00 232 246 1
0.000000e+00 CSY 2 4 0.000000e+00 0.000000e+00 0.000000e+00 213 1216 0
0.000000e+00 CSY 2 5 0.000000e+00 0.000000e+00 0.000000e+00 597 611 1
0.000000e+00 CSY 2 6 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 2 7 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 3 0 2.041640e+03 1.370365e+04 3.631467e+04 -151 121 0
0.000000e+00 CSY 3 1 0.000000e+00 1.370365e+04 3.631467e+04 -151 486 0
0.000000e+00 CSY 3 2 0.000000e+00 1.370365e+04 3.631467e+04 -151 851 0
0.000000e+00 CSY 3 3 0.000000e+00 0.000000e+00 0.000000e+00 232 246 1
0.000000e+00 CSY 3 4 0.000000e+00 0.000000e+00 0.000000e+00 213 1216 0
0.000000e+00 CSY 3 5 0.000000e+00 0.000000e+00 0.000000e+00 597 611 1
0.000000e+00 CSY 3 6 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 3 7 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 4 0 0.000000e+00 1.717304e+04 4.550856e+04 -151 121 0
0.000000e+00 CSY 4 1 0.000000e+00 1.717304e+04 4.550856e+04 -151 486 0
0.000000e+00 CSY 4 2 0.000000e+00 1.717304e+04 4.550856e+04 -151 851 0
0.000000e+00 CSY 4 3 0.000000e+00 0.000000e+00 0.000000e+00 232 246 1
0.000000e+00 CSY 4 4 0.000000e+00 0.000000e+00 0.000000e+00 213 1216 0
0.000000e+00 CSY 4 5 0.000000e+00 0.000000e+00 0.000000e+00 597 611 1
0.000000e+00 CSY 4 6 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 4 7 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSS 0 0 0.000000e+00 1.185240e+03 3.140885e+03 -137 165 1
0.000000e+00 CSS 0 1 0.000000e+00 1.185240e+03 3.140885e+03 -137 530 1
0.000000e+00 CSS 0 2 0.000000e+00 1.185240e+03 3.140885e+03 -137 895 1
0.000000e+00 CSS 0 3 0.000000e+00 1.185240e+03 3.140885e+03 -137 1260 1
0.000000e+00 CSS 0 4 0.000000e+00 0.000000e+00 0.000000e+00 232 277 0
0.000000e+00 CSS 0 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1625 1
0.000000e+00 CSS 0 6 0.000000e+00 0.000000e+00 0.000000e+00 597 642 0
0.000000e+00 CSS 0 7 0.000000e+00 0.000000e+00 0.000000e+00 1627 1626 0
0.000000e+00 CSS 1 0 0.000000e+00 4.989495e+03 1.322216e+04 -137 165 1
0.000000e+00 CSS 1 1 0.000000e+00 4.989495e+03 1.322216e+04 -137 530 1
0.000000e+00 CSS 1 2 0.000000e+00 4.989495e+03 1.322216e+04 -137 895 1
0.000000e+00 CSS 1 3 1.688438e+04 4.989495e+03 1.322216e+04 -137 1260 1
0.000000e+00 CSS 1 4 0.000000e+00 0.000000e+00 0.000000e+00 232 277 0
0.000000e+00 CSS 1 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1625 1
0.000000e+00 CSS 1 6 0.000000e+00 0.000000e+00 0.000000e+00 597 642 0
0.000000e+00 CSS 1 7 0.000000e+00 0.000000e+00 0.000000e+00 1627 1626 0
0.000000e+00 CSS 2 0 0.000000e+00 9.401786e+03 2.491473e+04 -137 165 0
0.000000e+00 CSS 2 1 0.000000e+00 9.401786e+03 2.491473e+04 -137 530 0
0.000000e+00 CSS 2 2 1.873768e+04 9.401786e+03 2.491473e+04 -137 895 0
0.000000e+00 CSS 2 3 1.853300e+03 9.401786e+03 2.491473e+04 -137 1260 0
0.000000e+00 CSS 2 4 0.000000e+00 0.000000e+00 0.000000e+00 232 277 1
0.000000e+00 CSS 2 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1625 0
0.000000e+00 CSS 2 6 0.000000e+00 0.000000e+00 0.000000e+00 597 642 1
0.000000e+00 CSS 2 7 0.000000e+00 0.000000e+00 0.000000e+00 1627 1626 0
0.000000e+00 CSS 3 0 0.000000e+00 1.312776e+04 3.478856e+04 -137 165 0
0.000000e+00 CSS 3 1 1.946180e+04 1.312776e+04 3.478856e+04 -137 530 0
0.000000e+00 CSS 3 2 7.241200e+02 1.312776e+04 3.478856e+04 -137 895 0
0.000000e+00 CSS 3 3 7.241200e+02 1.312776e+04 3.478856e+04 -137 1260 0
0.000000e+00 CSS 3 4 0.000000e+00 0.000000e+00 0.000000e+00 232 277 1
0.000000e+00 CSS 3 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1625 0
0.000000e+00 CSS 3 6 0.000000e+00 0.000000e+00 0.000000e+00 597 642 1
0.000000e+00 CSS 3 7 0.000000e+00 0.000000e+00 0.000000e+00 1627 1626 0
0.000000e+00 CSS 4 0 1.946180e+04 1.586363e+04 4.203861e+04 -137 165 0
0.000000e+00 CSS 4 1 0.000000e+00 1.586363e+04 4.203861e+04 -137 530 0
0.000000e+00 CSS 4 2 0.000000e+00 1.586363e+04 4.203861e+04 -137 895 0
0.000000e+00 CSS 4 3 0.000000e+00 1.586363e+04 4.203861e+04 -137 1260 0
0.000000e+00 CSS 4 4 0.000000e+00 0.000000e+00 0.000000e+00 232 277 1
0.000000e+00 CSS 4 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1625 0
0.000000e+00 CSS 4 6 0.000000e+00 0.000000e+00 0.000000e+00 597 642 1
0.000000e+00 CSS 4 7 0.000000e+00 0.000000e+00 0.000000e+00 1627 1626 0
0.000000e+00 CSN 0 0 0.000000e+00 1.187936e+03 3.148029e+03 -137 90 1
0.000000e+00 CSN 0 1 0.000000e+00 1.187936e+03 3.148029e+03 -137 455 1
0.000000e+00 CSN 0 2 0.000000e+00 1.187936e+03 3.148029e+03 -137 820 1
0.000000e+00 CSN 0 3 0.000000e+00 1.187936e+03 3.148029e+03 -137 1185 1
0.000000e+00 CSN 0 4 0.000000e+00 0.000000e+00 0.000000e+00 239 277 0
0.000000e+00 CSN 0 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1550 1
0.000000e+00 CSN 0 6 0.000000e+00 0.000000e+00 0.000000e+00 604 642 0
0.000000e+00 CSN 0 7 0.000000e+00 0.000000e+00 0.000000e+00 1552 1551 0
0.000000e+00 CSN 1 0 0.000000e+00 4.986729e+03 1.321483e+04 -137 90 1
0.000000e+00 CSN 1 1 0.000000e+00 4.986729e+03 1.321483e+04 -137 455 1
0.000000e+00 CSN 1 2 0.000000e+00 4.986729e+03 1.321483e+04 -137 820 1
0.000000e+00 CSN 1 3 1.448240e+03 4.986729e+03 1.321483e+04 -137 1185 1
0.000000e+00 CSN 1 4 0.000000e+00 0.000000e+00 0.000000e+00 239 277 0
0.000000e+00 CSN 1 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1550 1
0.000000e+00 CSN 1 6 0.000000e+00 0.000000e+00 0.000000e+00 604 642 0
0.000000e+00 CSN 1 7 0.000000e+00 0.000000e+00 0.000000e+00 1552 1551 0
0.000000e+00 CSN 2 0 0.000000e+00 9.384874e+03 2.486992e+04 -137 90 0
0.000000e+00 CSN 2 1 0.000000e+00 9.384874e+03 2.486992e+04 -137 455 0
0.000000e+00 CSN 2 2 1.607340e+03 9.384874e+03 2.486992e+04 -137 820 0
0.000000e+00 CSN 2 3 1.591000e+02 9.384874e+03 2.486992e+04 -137 1185 0
0.000000e+00 CSN 2 4 0.000000e+00 0.000000e+00 0.000000e+00 239 277 1
0.000000e+00 CSN 2 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1550 0
0.000000e+00 CSN 2 6 0.000000e+00 0.000000e+00 0.000000e+00 604 642 1
0.000000e+00 CSN 2 7 0.000000e+00 0.000000e+00 0.000000e+00 1552 1551 0
0.000000e+00 CSN 3 0 0.000000e+00 1.309554e+04 3.470319e+04 -137 90 0
0.000000e+00 CSN 3 1 1.670120e+03 1.309554e+04 3.470319e+04 -137 455 0
0.000000e+00 CSN 3 2 6.278000e+01 1.309554e+04 3.470319e+04 -137 820 0
0.000000e+00 CSN 3 3 6.278000e+01 1.309554e+04 3.470319e+04 -137 1185 0
0.000000e+00 CSN 3 4 0.000000e+00 0.000000e+00 0.000000e+00 239 277 1
0.000000e+00 CSN 3 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1550 0
0.000000e+00 CSN 3 6 0.000000e+00 0.000000e+00 0.000000e+00 604 642 1
0.000000e+00 CSN 3 7 0.000000e+00 0.000000e+00 0.000000e+00 1552 1551 0
0.000000e+00 CSN 4 0 1.670120e+03 1.581881e+04 4.191984e+04 -137 90 0
0.000000e+00 CSN 4 1 0.000000e+00 1.581881e+04 4.191984e+04 -137 455 0
0.000000e+00 CSN 4 2 0.000000e+00 1.581881e+04 4.191984e+04 -137 820 0
0.000000e+00 CSN 4 3 0.000000e+00 1.581881e+04 4.191984e+04 -137 1185 0
0.000000e+00 CSN 4 4 0.000000e+00 0.000000e+00 0.000000e+00 239 277 1
0.000000e+00 CSN 4 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1550 0
0.000000e+00 CSN 4 6 0.000000e+00 0.000000e+00 0.000000e+00 604 642 1
0.000000e+00 CSN 4 7 0.000000e+00 0.000000e+00 0.000000e+00 1552 1551 0
0.000000e+00 CDS 0 0 0.000000e+00 1.120186e+03 2.968493e+03 -137 168 1
0.000000e+00 CDS 0 1 0.000000e+00 1.120186e+03 2.968493e+03 -137 533 1
0.000000e+00 CDS 0 2 0.000000e+00 1.120186e+03 2.968493e+03 -137 898 1
0.000000e+00 CDS 0 3 0.000000e+00 1.120186e+03 2.968493e+03 -137 1263 1
0.000000e+00 CDS 0 4 0.000000e+00 0.000000e+00 0.000000e+00 272 317 0
0.000000e+00 CDS 0 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 1
0.000000e+00 CDS 0 6 0.000000e+00 0.000000e+00 0.000000e+00 637 682 0
0.000000e+00 CDS 0 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CDS 1 0 0.000000e+00 4.394557e+03 1.164558e+04 -137 168 1
0.000000e+00 CDS 1 1 0.000000e+00 4.394557e+03 1.164558e+04 -137 533 1
0.000000e+00 CDS 1 2 0.000000e+00 4.394557e+03 1.164558e+04 -137 898 1
0.000000e+00 CDS 1 3 8.650600e+02 4.394557e+03 1.164558e+04 -137 1263 1
0.000000e+00 CDS 1 4 0.000000e+00 0.000000e+00 0.000000e+00 272 317 0
0.000000e+00 CDS 1 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 1
0.000000e+00 CDS 1 6 0.000000e+00 0.000000e+00 0.000000e+00 637 682 0
0.000000e+00 CDS 1 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CDS 2 0 0.000000e+00 8.027309e+03 2.127237e+04 -137 168 0
0.000000e+00 CDS 2 1 0.000000e+00 8.027309e+03 2.127237e+04 -137 533 0
0.000000e+00 CDS 2 2 9.605200e+02 8.027309e+03 2.127237e+04 -137 898 0
0.000000e+00 CDS 2 3 9.546000e+01 8.027309e+03 2.127237e+04 -137 1263 0
0.000000e+00 CDS 2 4 0.000000e+00 0.000000e+00 0.000000e+00 272 317 1
0.000000e+00 CDS 2 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 0
0.000000e+00 CDS 2 6 0.000000e+00 0.000000e+00 0.000000e+00 637 682 1
0.000000e+00 CDS 2 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CDS 3 0 0.000000e+00 1.102650e+04 2.922022e+04 -137 168 0
0.000000e+00 CDS 3 1 9.982600e+02 1.102650e+04 2.922022e+04 -137 533 0
0.000000e+00 CDS 3 2 3.774000e+01 1.102650e+04 2.922022e+04 -137 898 0
0.000000e+00 CDS 3 3 3.774000e+01 1.102650e+04 2.922022e+04 -137 1263 0
0.000000e+00 CDS 3 4 0.000000e+00 0.000000e+00 0.000000e+00 272 317 1
0.000000e+00 CDS 3 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 0
0.000000e+00 CDS 3 6 0.000000e+00 0.000000e+00 0.000000e+00 637 682 1
0.000000e+00 CDS 3 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
