Time Species Cohort MigID DEN RN SN Leave Return CohortMigrating
0.000000e+00 CHS 2 3 2.324300e+04 1.220315e+04 3.233834e+04 -137 1263 0
0.000000e+00 CHS 2 4 0.000000e+00 0.000000e+00 0.000000e+00 258 259 1
0.000000e+00 CHS 2 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 0
0.000000e+00 CHS 2 6 0.000000e+00 0.000000e+00 0.000000e+00 623 624 1
0.000000e+00 CHS 2 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CHS 3 0 0.000000e+00 1.706956e+04 4.523432e+04 -137 168 0
0.000000e+00 CHS 3 1 2.441420e+05 1.706956e+04 4.523432e+04 -137 533 0
0.000000e+00 CHS 3 2 9.080000e+03 1.706956e+04 4.523432e+04 -137 898 0
0.000000e+00 CHS 3 3 9.080000e+03 1.706956e+04 4.523432e+04 -137 1263 0
0.000000e+00 CHS 3 4 0.000000e+00 0.000000e+00 0.000000e+00 258 259 1
0.000000e+00 CHS 3 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 0
0.000000e+00 CHS 3 6 0.000000e+00 0.000000e+00 0.000000e+00 623 624 1
0.000000e+00 CHS 3 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CHS 4 0 2.441420e+05 2.064766e+04 5.471629e+04 -137 168 0
0.000000e+00 CHS 4 1 0.000000e+00 2.064766e+04 5.471629e+04 -137 533 0
0.000000e+00 CHS 4 2 0.000000e+00 2.064766e+04 5.471629e+04 -137 898 0
0.000000e+00 CHS 4 3 0.000000e+00 2.064766e+04 5.471629e+04 -137 1263 0
0.000000e+00 CHS 4 4 0.000000e+00 0.000000e+00 0.000000e+00 258 259 1
0.000000e+00 CHS 4 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 0
0.000000e+00 CHS 4 6 0.000000e+00 0.000000e+00 0.000000e+00 623 624 1
0.000000e+00 CHS 4 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CSY 0 0 0.000000e+00 1.209804e+03 3.205980e+03 -151 121 1
0.000000e+00 CSY 0 1 0.000000e+00 1.209804e+03 3.205980e+03 -151 486 1
0.000000e+00 CSY 0 2 0.000000e+00 1.209804e+03 3.205980e+03 -151 851 1
0.000000e+00 CSY 0 3 0.000000e+00 0.000000e+00 0.000000e+00 232 246 0
0.000000e+00 CSY 0 4 0.000000e+00 0.000000e+00 0.000000e+00 213 1216 1
0.000000e+00 CSY 0 5 0.000000e+00 0.000000e+00 0.000000e+00 597 611 0
0.000000e+00 CSY 0 6 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 0 7 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 1 0 0.000000e+00 5.460628e+03 1.447066e+04 -151 121 1
0.000000e+00 CSY 1 1 0.000000e+00 5.460628e+03 1.447066e+04 -151 486 1
0.000000e+00 CSY 1 2 2.139000e+03 5.460628e+03 1.447066e+04 -151 851 1
0.000000e+00 CSY 1 3 0.000000e+00 0.000000e+00 0.000000e+00 232 246 0
0.000000e+00 CSY 1 4 0.000000e+00 0.000000e+00 0.000000e+00 213 1216 1
0.000000e+00 CSY 1 5 0.000000e+00 0.000000e+00 0.000000e+00 597 611 0
0.000000e+00 CSY 1 6 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 1 7 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 2 0 0.000000e+00 1.089704e+04 2.887714e+04 -151 121 0
0.000000e+00 CSY 2 1 2.374000e+03 1.089704e+04 2.887714e+04 -151 486 0
0.000000e+00 CSY 2 2 2.350000e+02 1.089704e+04 2.887714e+04 -151 851 0
0.000000e+00 CSY 2 3 0.000000e+00 0.000000e+00 0.000000e+00 232 246 1
0.000000e+00 CSY 2 4 0.000000e+00 0.000000e+00 0.000000e+00 213 1216 0
0.000000e+00 CSY 2 5 0.000000e+00 0.000000e+00 0.000000e+00 597 611 1
0.000000e+00 CSY 2 6 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 2 7 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 3 0 2.374000e+03 1.593448e+04 4.222636e+04 -151 121 0
0.000000e+00 CSY 3 1 0.000000e+00 1.593448e+04 4.222636e+04 -151 486 0
0.000000e+00 CSY 3 2 0.000000e+00 1.593448e+04 4.222636e+04 -151 851 0
0.000000e+00 CSY 3 3 0.000000e+00 0.000000e+00 0.000000e+00 232 246 1
0.000000e+00 CSY 3 4 0.000000e+00 0.000000e+00 0.000000e+00 213 1216 0
0.000000e+00 CSY 3 5 0.000000e+00 0.000000e+00 0.000000e+00 597 611 1
0.000000e+00 CSY 3 6 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 3 7 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 4 0 0.000000e+00 1.996865e+04 5.291693e+04 -151 121 0
0.000000e+00 CSY 4 1 0.000000e+00 1.996865e+04 5.291693e+04 -151 486 0
0.000000e+00 CSY 4 2 0.000000e+00 1.996865e+04 5.291693e+04 -151 851 0
0.000000e+00 CSY 4 3 0.000000e+00 0.000000e+00 0.000000e+00 232 246 1
0.000000e+00 CSY 4 4 0.000000e+00 0.000000e+00 0.000000e+00 213 1216 0
0.000000e+00 CSY 4 5 0.000000e+00 0.000000e+00 0.000000e+00 597 611 1
0.000000e+00 CSY 4 6 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSY 4 7 0.000000e+00 0.000000e+00 0.000000e+00 1218 1217 0
0.000000e+00 CSS 0 0 0.000000e+00 1.378186e+03 3.652192e+03 -137 165 1
0.000000e+00 CSS 0 1 0.000000e+00 1.378186e+03 3.652192e+03 -137 530 1
0.000000e+00 CSS 0 2 0.000000e+00 1.378186e+03 3.652192e+03 -137 895 1
0.000000e+00 CSS 0 3 0.000000e+00 1.378186e+03 3.652192e+03 -137 1260 1
0.000000e+00 CSS 0 4 0.000000e+00 0.000000e+00 0.000000e+00 232 277 0
0.000000e+00 CSS 0 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1625 1
0.000000e+00 CSS 0 6 0.000000e+00 0.000000e+00 0.000000e+00 597 642 0
0.000000e+00 CSS 0 7 0.000000e+00 0.000000e+00 0.000000e+00 1627 1626 0
0.000000e+00 CSS 1 0 0.000000e+00 5.801738e+03 1.537461e+04 -137 165 1
0.000000e+00 CSS 1 1 0.000000e+00 5.801738e+03 1.537461e+04 -137 530 1
0.000000e+00 CSS 1 2 0.000000e+00 5.801738e+03 1.537461e+04 -137 895 1
0.000000e+00 CSS 1 3 1.963300e+04 5.801738e+03 1.537461e+04 -137 1260 1
0.000000e+00 CSS 1 4 0.000000e+00 0.000000e+00 0.000000e+00 232 277 0
0.000000e+00 CSS 1 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1625 1
0.000000e+00 CSS 1 6 0.000000e+00 0.000000e+00 0.000000e+00 597 642 0
0.000000e+00 CSS 1 7 0.000000e+00 0.000000e+00 0.000000e+00 1627 1626 0
0.000000e+00 CSS 2 0 0.000000e+00 1.093231e+04 2.897062e+04 -137 165 0
0.000000e+00 CSS 2 1 0.000000e+00 1.093231e+04 2.897062e+04 -137 530 0
0.000000e+00 CSS 2 2 2.178800e+04 1.093231e+04 2.897062e+04 -137 895 0
0.000000e+00 CSS 2 3 2.155000e+03 1.093231e+04 2.897062e+04 -137 1260 0
0.000000e+00 CSS 2 4 0.000000e+00 0.000000e+00 0.000000e+00 232 277 1
0.000000e+00 CSS 2 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1625 0
0.000000e+00 CSS 2 6 0.000000e+00 0.000000e+00 0.000000e+00 597 642 1
0.000000e+00 CSS 2 7 0.000000e+00 0.000000e+00 0.000000e+00 1627 1626 0
0.000000e+00 CSS 3 0 0.000000e+00 1.526484e+04 4.045181e+04 -137 165 0
0.000000e+00 CSS 3 1 2.263000e+04 1.526484e+04 4.045181e+04 -137 530 0
0.000000e+00 CSS 3 2 8.420000e+02 1.526484e+04 4.045181e+04 -137 895 0
0.000000e+00 CSS 3 3 8.420000e+02 1.526484e+04 4.045181e+04 -137 1260 0
0.000000e+00 CSS 3 4 0.000000e+00 0.000000e+00 0.000000e+00 232 277 1
0.000000e+00 CSS 3 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1625 0
0.000000e+00 CSS 3 6 0.000000e+00 0.000000e+00 0.000000e+00 597 642 1
0.000000e+00 CSS 3 7 0.000000e+00 0.000000e+00 0.000000e+00 1627 1626 0
0.000000e+00 CSS 4 0 2.263000e+04 1.844608e+04 4.888210e+04 -137 165 0
0.000000e+00 CSS 4 1 0.000000e+00 1.844608e+04 4.888210e+04 -137 530 0
0.000000e+00 CSS 4 2 0.000000e+00 1.844608e+04 4.888210e+04 -137 895 0
0.000000e+00 CSS 4 3 0.000000e+00 1.844608e+04 4.888210e+04 -137 1260 0
0.000000e+00 CSS 4 4 0.000000e+00 0.000000e+00 0.000000e+00 232 277 1
0.000000e+00 CSS 4 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1625 0
0.000000e+00 CSS 4 6 0.000000e+00 0.000000e+00 0.000000e+00 597 642 1
0.000000e+00 CSS 4 7 0.000000e+00 0.000000e+00 0.000000e+00 1627 1626 0
0.000000e+00 CSN 0 0 0.000000e+00 1.381320e+03 3.660499e+03 -137 90 1
0.000000e+00 CSN 0 1 0.000000e+00 1.381320e+03 3.660499e+03 -137 455 1
0.000000e+00 CSN 0 2 0.000000e+00 1.381320e+03 3.660499e+03 -137 820 1
0.000000e+00 CSN 0 3 0.000000e+00 1.381320e+03 3.660499e+03 -137 1185 1
0.000000e+00 CSN 0 4 0.000000e+00 0.000000e+00 0.000000e+00 239 277 0
0.000000e+00 CSN 0 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1550 1
0.000000e+00 CSN 0 6 0.000000e+00 0.000000e+00 0.000000e+00 604 642 0
0.000000e+00 CSN 0 7 0.000000e+00 0.000000e+00 0.000000e+00 1552 1551 0
0.000000e+00 CSN 1 0 0.000000e+00 5.798522e+03 1.536608e+04 -137 90 1
0.000000e+00 CSN 1 1 0.000000e+00 5.798522e+03 1.536608e+04 -137 455 1
0.000000e+00 CSN 1 2 0.000000e+00 5.798522e+03 1.536608e+04 -137 820 1
0.000000e+00 CSN 1 3 1.684000e+03 5.798522e+03 1.536608e+04 -137 1185 1
0.000000e+00 CSN 1 4 0.000000e+00 0.000000e+00 0.000000e+00 239 277 0
0.000000e+00 CSN 1 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1550 1
0.000000e+00 CSN 1 6 0.000000e+00 0.000000e+00 0.000000e+00 604 642 0
0.000000e+00 CSN 1 7 0.000000e+00 0.000000e+00 0.000000e+00 1552 1551 0
0.000000e+00 CSN 2 0 0.000000e+00 1.091264e+04 2.891851e+04 -137 90 0
0.000000e+00 CSN 2 1 0.000000e+00 1.091264e+04 2.891851e+04 -137 455 0
0.000000e+00 CSN 2 2 1.869000e+03 1.091264e+04 2.891851e+04 -137 820 0
0.000000e+00 CSN 2 3 1.850000e+02 1.091264e+04 2.891851e+04 -137 1185 0
0.000000e+00 CSN 2 4 0.000000e+00 0.000000e+00 0.000000e+00 239 277 1
0.000000e+00 CSN 2 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1550 0
0.000000e+00 CSN 2 6 0.000000e+00 0.000000e+00 0.000000e+00 604 642 1
0.000000e+00 CSN 2 7 0.000000e+00 0.000000e+00 0.000000e+00 1552 1551 0
0.000000e+00 CSN 3 0 0.000000e+00 1.522738e+04 4.035255e+04 -137 90 0
0.000000e+00 CSN 3 1 1.942000e+03 1.522738e+04 4.035255e+04 -137 455 0
0.000000e+00 CSN 3 2 7.300000e+01 1.522738e+04 4.035255e+04 -137 820 0
0.000000e+00 CSN 3 3 7.300000e+01 1.522738e+04 4.035255e+04 -137 1185 0
0.000000e+00 CSN 3 4 0.000000e+00 0.000000e+00 0.000000e+00 239 277 1
0.000000e+00 CSN 3 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1550 0
0.000000e+00 CSN 3 6 0.000000e+00 0.000000e+00 0.000000e+00 604 642 1
0.000000e+00 CSN 3 7 0.000000e+00 0.000000e+00 0.000000e+00 1552 1551 0
0.000000e+00 CSN 4 0 1.942000e+03 1.839396e+04 4.874401e+04 -137 90 0
0.000000e+00 CSN 4 1 0.000000e+00 1.839396e+04 4.874401e+04 -137 455 0
0.000000e+00 CSN 4 2 0.000000e+00 1.839396e+04 4.874401e+04 -137 820 0
0.000000e+00 CSN 4 3 0.000000e+00 1.839396e+04 4.874401e+04 -137 1185 0
0.000000e+00 CSN 4 4 0.000000e+00 0.000000e+00 0.000000e+00 239 277 1
0.000000e+00 CSN 4 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1550 0
0.000000e+00 CSN 4 6 0.000000e+00 0.000000e+00 0.000000e+00 604 642 1
0.000000e+00 CSN 4 7 0.000000e+00 0.000000e+00 0.000000e+00 1552 1551 0
0.000000e+00 CDS 0 0 0.000000e+00 1.513765e+03 4.011477e+03 -137 168 1
0.000000e+00 CDS 0 1 0.000000e+00 1.513765e+03 4.011477e+03 -137 533 1
0.000000e+00 CDS 0 2 0.000000e+00 1.513765e+03 4.011477e+03 -137 898 1
0.000000e+00 CDS 0 3 0.000000e+00 1.513765e+03 4.011477e+03 -137 1263 1
0.000000e+00 CDS 0 4 0.000000e+00 0.000000e+00 0.000000e+00 272 317 0
0.000000e+00 CDS 0 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 1
0.000000e+00 CDS 0 6 0.000000e+00 0.000000e+00 0.000000e+00 637 682 0
0.000000e+00 CDS 0 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CDS 1 0 0.000000e+00 5.938591e+03 1.573727e+04 -137 168 1
0.000000e+00 CDS 1 1 0.000000e+00 5.938591e+03 1.573727e+04 -137 533 1
0.000000e+00 CDS 1 2 0.000000e+00 5.938591e+03 1.573727e+04 -137 898 1
0.000000e+00 CDS 1 3 1.169000e+03 5.938591e+03 1.573727e+04 -137 1263 1
0.000000e+00 CDS 1 4 0.000000e+00 0.000000e+00 0.000000e+00 272 317 0
0.000000e+00 CDS 1 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 1
0.000000e+00 CDS 1 6 0.000000e+00 0.000000e+00 0.000000e+00 637 682 0
0.000000e+00 CDS 1 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CDS 2 0 0.000000e+00 1.084771e+04 2.874644e+04 -137 168 0
0.000000e+00 CDS 2 1 0.000000e+00 1.084771e+04 2.874644e+04 -137 533 0
0.000000e+00 CDS 2 2 1.298000e+03 1.084771e+04 2.874644e+04 -137 898 0
0.000000e+00 CDS 2 3 1.290000e+02 1.084771e+04 2.874644e+04 -137 1263 0
0.000000e+00 CDS 2 4 0.000000e+00 0.000000e+00 0.000000e+00 272 317 1
0.000000e+00 CDS 2 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 0
0.000000e+00 CDS 2 6 0.000000e+00 0.000000e+00 0.000000e+00 637 682 1
0.000000e+00 CDS 2 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
0.000000e+00 CDS 3 0 0.000000e+00 1.490067e+04 3.948678e+04 -137 168 0
0.000000e+00 CDS 3 1 1.349000e+03 1.490067e+04 3.948678e+04 -137 533 0
0.000000e+00 CDS 3 2 5.100000e+01 1.490067e+04 3.948678e+04 -137 898 0
0.000000e+00 CDS 3 3 5.100000e+01 1.490067e+04 3.948678e+04 -137 1263 0
0.000000e+00 CDS 3 4 0.000000e+00 0.000000e+00 0.000000e+00 272 317 1
0.000000e+00 CDS 3 5 0.000000e+00 0.000000e+00 0.000000e+00 227 1628 0
0.000000e+00 CDS 3 6 0.000000e+00 0.000000e+00 0.000000e+00 637 682 1
0.000000e+00 CDS 3 7 0.000000e+00 0.000000e+00 0.000000e+00 1630 1629 0
